index,match_no,ballnumber,inningno,over,outcome,batter,bowler,comment,score
9847,41,56,1,8.5,0,Ruturaj Gaikwad,Rahul Chahar,"Rahul Chahar to Ruturaj Gaikwad, no run,",0
9848,41,57,1,8.6,2,Ruturaj Gaikwad,Rahul Chahar,"Rahul Chahar to Ruturaj Gaikwad, 2 runs,",2
9849,41,58,1,9.1,4,Devon Conway,Sikandar Raza,"Sikandar Raza to Devon Conway, Four,",4
9850,41,59,1,9.2,4,Devon Conway,Sikandar Raza,"Sikandar Raza to Devon Conway, Four,",4
9851,41,60,1,9.3,1,Devon Conway,Sikandar Raza,"Sikandar Raza to Devon Conway, 1 run,",1
9852,41,61,1,9.4,w,Ruturaj Gaikwad,Sikandar Raza,"Sikandar Raza to Ruturaj Gaikwad, no run,                           Wicket - st JM Sharma b Sikandar Raza batsmen out 37(31)",0
9853,41,62,1,9.5,2,Shivam Dube,Sikandar Raza,"Sikandar Raza to Shivam Dube, 2 runs,",2
9854,41,63,1,9.6,2,Shivam Dube,Sikandar Raza,"Sikandar Raza to Shivam Dube, 2 runs,",2
9855,41,64,1,10.1,1,Devon Conway,Kagiso Rabada,"Kagiso Rabada to Devon Conway, 1 run,",1
9856,41,65,1,10.2,0,Shivam Dube,Kagiso Rabada,"Kagiso Rabada to Shivam Dube, no run,",0
9857,41,66,1,10.3,0,Shivam Dube,Kagiso Rabada,"Kagiso Rabada to Shivam Dube, no run,",0
9858,41,67,1,10.4,1,Shivam Dube,Kagiso Rabada,"Kagiso Rabada to Shivam Dube, 1 run,",1
9859,41,68,1,10.5,1,Devon Conway,Kagiso Rabada,"Kagiso Rabada to Devon Conway, 1 run,",1
9860,41,69,1,10.6,1,Shivam Dube,Kagiso Rabada,"Kagiso Rabada to Shivam Dube, 1 run,",1
9861,41,70,1,11.1,6,Shivam Dube,Sikandar Raza,"Sikandar Raza to Shivam Dube, Six,",6
9862,41,71,1,11.2,1,Shivam Dube,Sikandar Raza,"Sikandar Raza to Shivam Dube, 1 run,",1
9863,41,72,1,11.3,4,Devon Conway,Sikandar Raza,"Sikandar Raza to Devon Conway, Four,",4
9864,41,73,1,11.4,1,Devon Conway,Sikandar Raza,"Sikandar Raza to Devon Conway, 1 run,",1
9865,41,74,1,11.5,1,Shivam Dube,Sikandar Raza,"Sikandar Raza to Shivam Dube, 1 run,",1
9866,41,75,1,11.6,0,Devon Conway,Sikandar Raza,"Sikandar Raza to Devon Conway, no run,",0
9867,41,76,1,12.1,6,Shivam Dube,Kagiso Rabada,"Kagiso Rabada to Shivam Dube, Six,",6
9868,41,77,1,12.2,1,Shivam Dube,Kagiso Rabada,"Kagiso Rabada to Shivam Dube, 1 run,",1
9869,41,78,1,12.3,1,Devon Conway,Kagiso Rabada,"Kagiso Rabada to Devon Conway, 1 run,",1
9870,41,79,1,12.4,0,Shivam Dube,Kagiso Rabada,"Kagiso Rabada to Shivam Dube, no run,",0
9871,41,80,1,12.5,1wd,Shivam Dube,Kagiso Rabada,"Kagiso Rabada to Shivam Dube, 1 wide,",1
9872,41,81,1,12.5,1,Shivam Dube,Kagiso Rabada,"Kagiso Rabada to Shivam Dube, 1 run,",1
9873,41,82,1,12.6,4,Devon Conway,Kagiso Rabada,"Kagiso Rabada to Devon Conway, Four,",4
9874,41,83,1,13.1,4,Shivam Dube,Arshdeep Singh,"Arshdeep Singh to Shivam Dube, Four,",4
9875,41,84,1,13.2,1wd,Shivam Dube,Arshdeep Singh,"Arshdeep Singh to Shivam Dube, 1 wide,",1
9876,41,85,1,13.2,1,Shivam Dube,Arshdeep Singh,"Arshdeep Singh to Shivam Dube, 1 run,",1
9877,41,86,1,13.3,1,Devon Conway,Arshdeep Singh,"Arshdeep Singh to Devon Conway, 1 run,",1
9878,41,87,1,13.4,1,Shivam Dube,Arshdeep Singh,"Arshdeep Singh to Shivam Dube, 1 run,",1
9879,41,88,1,13.5,1,Devon Conway,Arshdeep Singh,"Arshdeep Singh to Devon Conway, 1 run,",1
9880,41,89,1,13.6,w,Shivam Dube,Arshdeep Singh,"Arshdeep Singh to Shivam Dube, no run,                           Wicket - c Shahrukh Khan b Arshdeep Singh batsmen out 28(17)",0
9881,41,90,1,14.1,4,ne,Liam Livings,"Liam Livingstone to Devon Conway, Four,",4
9882,41,91,1,14.2,2,ne,Liam Livings,"Liam Livingstone to Devon Conway, 2 runs,",2
9883,41,92,1,14.3,1,ne,Liam Livings,"Liam Livingstone to Devon Conway, 1 run,",1
9884,41,93,1,14.4,4,ne,Liam Livings,"Liam Livingstone to Moeen Ali, Four,",4
9885,41,94,1,14.5,1,ne,Liam Livings,"Liam Livingstone to Moeen Ali, 1 run,",1
9886,41,95,1,14.6,4,ne,Liam Livings,"Liam Livingstone to Devon Conway, Four,",4
9887,41,96,1,15.1,0,Moeen Ali,Sam Curran,"Sam Curran to Moeen Ali, no run,",0
9888,41,97,1,15.2,4,Moeen Ali,Sam Curran,"Sam Curran to Moeen Ali, Four,",4
9889,41,98,1,15.3,1,Moeen Ali,Sam Curran,"Sam Curran to Moeen Ali, 1 run,",1
9890,41,99,1,15.4,4,Devon Conway,Sam Curran,"Sam Curran to Devon Conway, Four,",4
9891,41,100,1,15.5,1wd,Devon Conway,Sam Curran,"Sam Curran to Devon Conway, 1 wide,",1
9892,41,101,1,15.5,0,Devon Conway,Sam Curran,"Sam Curran to Devon Conway, no run,",0
9893,41,102,1,15.6,2,Devon Conway,Sam Curran,"Sam Curran to Devon Conway, 2 runs,",2
9894,41,103,1,16.1,w,Moeen Ali,Rahul Chahar,"Rahul Chahar to Moeen Ali, no run,                           Wicket - st JM Sharma b RD Chahar batsmen out 10(6)",0
9895,41,104,1,16.2,2,Ravindra Jadeja,Rahul Chahar,"Rahul Chahar to Ravindra Jadeja, 2 runs,",2
9896,41,105,1,16.3,1,Ravindra Jadeja,Rahul Chahar,"Rahul Chahar to Ravindra Jadeja, 1 run,",1
9897,41,106,1,16.4,0,Devon Conway,Rahul Chahar,"Rahul Chahar to Devon Conway, no run,",0
9898,41,107,1,16.5,4,Devon Conway,Rahul Chahar,"Rahul Chahar to Devon Conway, Four,",4
9899,41,108,1,16.6,4,Devon Conway,Rahul Chahar,"Rahul Chahar to Devon Conway, Four,",4
9900,41,109,1,17.1,2,Ravindra Jadeja,Arshdeep Singh,"Arshdeep Singh to Ravindra Jadeja, 2 runs,",2
9901,41,110,1,17.2,2,Ravindra Jadeja,Arshdeep Singh,"Arshdeep Singh to Ravindra Jadeja, 2 runs,",2
9902,41,111,1,17.3,0,Ravindra Jadeja,Arshdeep Singh,"Arshdeep Singh to Ravindra Jadeja, no run,",0
9903,41,112,1,17.4,2,Ravindra Jadeja,Arshdeep Singh,"Arshdeep Singh to Ravindra Jadeja, 2 runs,",2
9904,41,113,1,17.5,1,Ravindra Jadeja,Arshdeep Singh,"Arshdeep Singh to Ravindra Jadeja, 1 run,",1
9905,41,114,1,17.6,1,Devon Conway,Arshdeep Singh,"Arshdeep Singh to Devon Conway, 1 run,",1
9906,41,115,1,18.1,1,Devon Conway,Kagiso Rabada,"Kagiso Rabada to Devon Conway, 1 run,",1
9907,41,116,1,18.2,1,Ravindra Jadeja,Kagiso Rabada,"Kagiso Rabada to Ravindra Jadeja, 1 run,",1
9908,41,117,1,18.3,1,Devon Conway,Kagiso Rabada,"Kagiso Rabada to Devon Conway, 1 run,",1
9909,41,118,1,18.4,1,Ravindra Jadeja,Kagiso Rabada,"Kagiso Rabada to Ravindra Jadeja, 1 run,",1
9910,41,119,1,18.5,0,Devon Conway,Kagiso Rabada,"Kagiso Rabada to Devon Conway, no run,",0
9911,41,120,1,18.6,4,Devon Conway,Kagiso Rabada,"Kagiso Rabada to Devon Conway, Four,",4
9912,41,121,1,19.1,w,Ravindra Jadeja,Sam Curran,"Sam Curran to Ravindra Jadeja, no run,                           Wicket - c LS Livingstone b Sam Curran batsmen out 12(10)",0
9913,41,122,1,19.2,0,MS Dhoni,Sam Curran,"Sam Curran to MS Dhoni, no run,",0
9914,41,123,1,19.3,1,MS Dhoni,Sam Curran,"Sam Curran to MS Dhoni, 1 run,",1
9915,41,124,1,19.4,1wd,Devon Conway,Sam Curran,"Sam Curran to Devon Conway, 1 wide,",1
9916,41,125,1,19.4,1,Devon Conway,Sam Curran,"Sam Curran to Devon Conway, 1 run,",1
9917,41,126,1,19.5,6,MS Dhoni,Sam Curran,"Sam Curran to MS Dhoni, Six,",6
9918,41,127,1,19.6,6,MS Dhoni,Sam Curran,"Sam Curran to MS Dhoni, Six,",6
9919,41,1,2,0.1,1,Prabhsimran Singh,Akash Singh,"Akash Singh to Prabhsimran Singh, 1 run,",1
9920,41,2,2,0.2,4,Shikhar Dhawan,Akash Singh,"Akash Singh to Shikhar Dhawan, Four,",4
9921,41,3,2,0.3,4,Shikhar Dhawan,Akash Singh,"Akash Singh to Shikhar Dhawan, Four,",4
9922,41,4,2,0.4,0,Shikhar Dhawan,Akash Singh,"Akash Singh to Shikhar Dhawan, no run,",0
9923,41,5,2,0.5,1,Shikhar Dhawan,Akash Singh,"Akash Singh to Shikhar Dhawan, 1 run,",1
9924,41,6,2,0.6,1,Prabhsimran Singh,Akash Singh,"Akash Singh to Prabhsimran Singh, 1 run,",1
9925,41,7,2,1.1,2,Prabhsimran Singh,Tushar Deshpande,"Tushar Deshpande to Prabhsimran Singh, 2 runs,",2
9926,41,8,2,1.2,0,Prabhsimran Singh,Tushar Deshpande,"Tushar Deshpande to Prabhsimran Singh, no run,",0
9927,41,9,2,1.3,6,Prabhsimran Singh,Tushar Deshpande,"Tushar Deshpande to Prabhsimran Singh, Six,",6
9928,41,10,2,1.4,0,Prabhsimran Singh,Tushar Deshpande,"Tushar Deshpande to Prabhsimran Singh, no run,",0
9929,41,11,2,1.5,1lb,Prabhsimran Singh,Tushar Deshpande,"Tushar Deshpande to Prabhsimran Singh, 1 leg bye,",1
9930,41,12,2,1.6,0,Shikhar Dhawan,Tushar Deshpande,"Tushar Deshpande to Shikhar Dhawan, no run,",0
9931,41,13,2,2.1,1,Prabhsimran Singh,Akash Singh,"Akash Singh to Prabhsimran Singh, 1 run,",1
9932,41,14,2,2.2,0,Shikhar Dhawan,Akash Singh,"Akash Singh to Shikhar Dhawan, no run,",0
9933,41,15,2,2.3,0,Shikhar Dhawan,Akash Singh,"Akash Singh to Shikhar Dhawan, no run,",0
9934,41,16,2,2.4,1wd,Shikhar Dhawan,Akash Singh,"Akash Singh to Shikhar Dhawan, 1 wide,",1
9935,41,17,2,2.4,6,Shikhar Dhawan,Akash Singh,"Akash Singh to Shikhar Dhawan, Six,",6
9936,41,18,2,2.5,2,Shikhar Dhawan,Akash Singh,"Akash Singh to Shikhar Dhawan, 2 runs,",2
9937,41,19,2,2.6,4,Shikhar Dhawan,Akash Singh,"Akash Singh to Shikhar Dhawan, Four,",4
9938,41,20,2,3.1,4,Prabhsimran Singh,Maheesh Theekshana,"Maheesh Theekshana to Prabhsimran Singh, Four,",4
9939,41,21,2,3.2,1,Prabhsimran Singh,Maheesh Theekshana,"Maheesh Theekshana to Prabhsimran Singh, 1 run,",1
9940,41,22,2,3.3,0,Shikhar Dhawan,Maheesh Theekshana,"Maheesh Theekshana to Shikhar Dhawan, no run,",0
9941,41,23,2,3.4,2,Shikhar Dhawan,Maheesh Theekshana,"Maheesh Theekshana to Shikhar Dhawan, 2 runs,",2
9942,41,24,2,3.5,1,Shikhar Dhawan,Maheesh Theekshana,"Maheesh Theekshana to Shikhar Dhawan, 1 run,",1
9943,41,25,2,3.6,4,Prabhsimran Singh,Maheesh Theekshana,"Maheesh Theekshana to Prabhsimran Singh, Four,",4
9944,41,26,2,4.1,4,Shikhar Dhawan,Tushar Deshpande,"Tushar Deshpande to Shikhar Dhawan, Four,",4
9945,41,27,2,4.2,w,Shikhar Dhawan,Tushar Deshpande,"Tushar Deshpande to Shikhar Dhawan, no run,                           Wicket - c Matheesha Pathirana b TU Deshpande batsmen out 28(15)",0
9946,41,28,2,4.3,2,Atharva Taide,Tushar Deshpande,"Tushar Deshpande to Atharva Taide, 2 runs,",2
9947,41,29,2,4.4,0,Atharva Taide,Tushar Deshpande,"Tushar Deshpande to Atharva Taide, no run,",0
9948,41,30,2,4.5,1,Atharva Taide,Tushar Deshpande,"Tushar Deshpande to Atharva Taide, 1 run,",1
9949,41,31,2,4.6,1,Prabhsimran Singh,Tushar Deshpande,"Tushar Deshpande to Prabhsimran Singh, 1 run,",1
9950,41,32,2,5.1,4,Prabhsimran Singh,Maheesh Theekshana,"Maheesh Theekshana to Prabhsimran Singh, Four,",4
9951,41,33,2,5.2,1,Prabhsimran Singh,Maheesh Theekshana,"Maheesh Theekshana to Prabhsimran Singh, 1 run,",1
9952,41,34,2,5.3,1,Atharva Taide,Maheesh Theekshana,"Maheesh Theekshana to Atharva Taide, 1 run,",1
9953,41,35,2,5.4,1,Prabhsimran Singh,Maheesh Theekshana,"Maheesh Theekshana to Prabhsimran Singh, 1 run,",1
9954,41,36,2,5.5,1,Atharva Taide,Maheesh Theekshana,"Maheesh Theekshana to Atharva Taide, 1 run,",1
9955,41,37,2,5.6,0,Prabhsimran Singh,Maheesh Theekshana,"Maheesh Theekshana to Prabhsimran Singh, no run,",0
9956,41,38,2,6.1,0,Atharva Taide,Ravindra Jadeja,"Ravindra Jadeja to Atharva Taide, no run,",0
9957,41,39,2,6.2,1,Atharva Taide,Ravindra Jadeja,"Ravindra Jadeja to Atharva Taide, 1 run,",1
9958,41,40,2,6.3,4,Prabhsimran Singh,Ravindra Jadeja,"Ravindra Jadeja to Prabhsimran Singh, Four,",4
9959,41,41,2,6.4,1,Prabhsimran Singh,Ravindra Jadeja,"Ravindra Jadeja to Prabhsimran Singh, 1 run,",1
9960,41,42,2,6.5,1,Atharva Taide,Ravindra Jadeja,"Ravindra Jadeja to Atharva Taide, 1 run,",1
9961,41,43,2,6.6,1,Prabhsimran Singh,Ravindra Jadeja,"Ravindra Jadeja to Prabhsimran Singh, 1 run,",1
9962,41,44,2,7.1,2,Prabhsimran Singh,Moeen Ali,"Moeen Ali to Prabhsimran Singh, 2 runs,",2
9963,41,45,2,7.2,6,Prabhsimran Singh,Moeen Ali,"Moeen Ali to Prabhsimran Singh, Six,",6
9964,41,46,2,7.3,0,Prabhsimran Singh,Moeen Ali,"Moeen Ali to Prabhsimran Singh, no run,",0
9965,41,47,2,7.4,1,Prabhsimran Singh,Moeen Ali,"Moeen Ali to Prabhsimran Singh, 1 run,",1
9966,41,48,2,7.5,0,Atharva Taide,Moeen Ali,"Moeen Ali to Atharva Taide, no run,",0
9967,41,49,2,7.6,1,Atharva Taide,Moeen Ali,"Moeen Ali to Atharva Taide, 1 run,",1
9968,41,50,2,8.1,0,Atharva Taide,Ravindra Jadeja,"Ravindra Jadeja to Atharva Taide, no run,",0
9969,41,51,2,8.2,1,Atharva Taide,Ravindra Jadeja,"Ravindra Jadeja to Atharva Taide, 1 run,",1
9970,41,52,2,8.3,w,Prabhsimran Singh,Ravindra Jadeja,"Ravindra Jadeja to Prabhsimran Singh, no run,                           Wicket - st MS Dhoni b RA Jadeja batsmen out 42(24)",0
9971,41,53,2,8.4,0,Liam Livings,Ravindra Jadeja,"Ravindra Jadeja to Liam Livingstone, no run,",0
9972,41,54,2,8.5,1,Liam Livings,Ravindra Jadeja,"Ravindra Jadeja to Liam Livingstone, 1 run,",1
9973,41,55,2,8.6,2,Atharva Taide,Ravindra Jadeja,"Ravindra Jadeja to Atharva Taide, 2 runs,",2
9974,41,56,2,9.1,0,Liam Livings,Akash Singh,"Akash Singh to Liam Livingstone, no run,",0
9975,41,57,2,9.2,1,Liam Livings,Akash Singh,"Akash Singh to Liam Livingstone, 1 run,",1
9976,41,58,2,9.3,1,Atharva Taide,Akash Singh,"Akash Singh to Atharva Taide, 1 run,",1
9977,41,59,2,9.4,6,Liam Livings,Akash Singh,"Akash Singh to Liam Livingstone, Six,",6
9978,41,60,2,9.5,1,Liam Livings,Akash Singh,"Akash Singh to Liam Livingstone, 1 run,",1
9979,41,61,2,9.6,1,Atharva Taide,Akash Singh,"Akash Singh to Atharva Taide, 1 run,",1
9980,41,62,2,10.1,0,Atharva Taide,Ravindra Jadeja,"Ravindra Jadeja to Atharva Taide, no run,",0
9981,41,63,2,10.2,w,Atharva Taide,Ravindra Jadeja,"Ravindra Jadeja to Atharva Taide, no run,                           Wicket - c &amp; b RA Jadeja batsmen out 13(17)",0
9982,41,64,2,10.3,0,Sam Curran,Ravindra Jadeja,"Ravindra Jadeja to Sam Curran, no run,",0
9983,41,65,2,10.4,0,Sam Curran,Ravindra Jadeja,"Ravindra Jadeja to Sam Curran, no run,",0
9984,41,66,2,10.5,2,Sam Curran,Ravindra Jadeja,"Ravindra Jadeja to Sam Curran, 2 runs,",2
9985,41,67,2,10.6,1,Sam Curran,Ravindra Jadeja,"Ravindra Jadeja to Sam Curran, 1 run,",1
9986,41,68,2,11.1,0,Sam Curran,Matheesha Pathirana,"Matheesha Pathirana to Sam Curran, no run,",0
9987,41,69,2,11.2,1,Sam Curran,Matheesha Pathirana,"Matheesha Pathirana to Sam Curran, 1 run,",1
9988,41,70,2,11.3,0,Liam Livings,Matheesha Pathirana,"Matheesha Pathirana to Liam Livingstone, no run,",0
9989,41,71,2,11.4,4,Liam Livings,Matheesha Pathirana,"Matheesha Pathirana to Liam Livingstone, Four,",4
9990,41,72,2,11.5,1,Liam Livings,Matheesha Pathirana,"Matheesha Pathirana to Liam Livingstone, 1 run,",1
9991,41,73,2,11.6,2,Sam Curran,Matheesha Pathirana,"Matheesha Pathirana to Sam Curran, 2 runs,",2
9992,41,74,2,12.1,1,Liam Livings,Maheesh Theekshana,"Maheesh Theekshana to Liam Livingstone, 1 run,",1
9993,41,75,2,12.2,1,Sam Curran,Maheesh Theekshana,"Maheesh Theekshana to Sam Curran, 1 run,",1
9994,41,76,2,12.3,1,Liam Livings,Maheesh Theekshana,"Maheesh Theekshana to Liam Livingstone, 1 run,",1
9995,41,77,2,12.4,2,Sam Curran,Maheesh Theekshana,"Maheesh Theekshana to Sam Curran, 2 runs,",2
9996,41,78,2,12.5,1,Sam Curran,Maheesh Theekshana,"Maheesh Theekshana to Sam Curran, 1 run,",1
9997,41,79,2,12.6,1,Liam Livings,Maheesh Theekshana,"Maheesh Theekshana to Liam Livingstone, 1 run,",1
9998,41,80,2,13.1,2,Liam Livings,Matheesha Pathirana,"Matheesha Pathirana to Liam Livingstone, 2 runs,",2
9999,41,81,2,13.2,0,Liam Livings,Matheesha Pathirana,"Matheesha Pathirana to Liam Livingstone, no run,",0
10000,41,82,2,13.3,1,Liam Livings,Matheesha Pathirana,"Matheesha Pathirana to Liam Livingstone, 1 run,",1
10001,41,83,2,13.4,2,Sam Curran,Matheesha Pathirana,"Matheesha Pathirana to Sam Curran, 2 runs,",2
10002,41,84,2,13.5,1,Sam Curran,Matheesha Pathirana,"Matheesha Pathirana to Sam Curran, 1 run,",1
10003,41,85,2,13.6,1,Liam Livings,Matheesha Pathirana,"Matheesha Pathirana to Liam Livingstone, 1 run,",1
10004,41,86,2,14.1,0,Liam Livings,Maheesh Theekshana,"Maheesh Theekshana to Liam Livingstone, no run,",0
10005,41,87,2,14.2,1lb,Liam Livings,Maheesh Theekshana,"Maheesh Theekshana to Liam Livingstone, 1 leg bye,",1
10006,41,88,2,14.3,2,Sam Curran,Maheesh Theekshana,"Maheesh Theekshana to Sam Curran, 2 runs,",2
10007,41,89,2,14.4,4,Sam Curran,Maheesh Theekshana,"Maheesh Theekshana to Sam Curran, Four,",4
10008,41,90,2,14.5,2wd,Sam Curran,Maheesh Theekshana,"Maheesh Theekshana to Sam Curran, 2 wide,",2
10009,41,91,2,14.5,1,Liam Livings,Maheesh Theekshana,"Maheesh Theekshana to Liam Livingstone, 1 run,",1
10010,41,92,2,14.6,0,Sam Curran,Maheesh Theekshana,"Maheesh Theekshana to Sam Curran, no run,",0
10011,41,93,2,15.1,6,Liam Livings,Tushar Deshpande,"Tushar Deshpande to Liam Livingstone, Six,",6
10012,41,94,2,15.2,6,Liam Livings,Tushar Deshpande,"Tushar Deshpande to Liam Livingstone, Six,",6
10013,41,95,2,15.3,4lb,Liam Livings,Tushar Deshpande,"Tushar Deshpande to Liam Livingstone, 4 leg bye,",4
10014,41,96,2,15.4,6,Liam Livings,Tushar Deshpande,"Tushar Deshpande to Liam Livingstone, Six,",6
10015,41,97,2,15.5,w,Liam Livings,Tushar Deshpande,"Tushar Deshpande to Liam Livingstone, no run,                           Wicket - c RD Gaikwad b TU Deshpande batsmen out 40(24)",0
10016,41,98,2,15.6,2,Jitesh Sharma,Tushar Deshpande,"Tushar Deshpande to Jitesh Sharma, 2 runs,",2
10017,41,99,2,16.1,1,Sam Curran,Ravindra Jadeja,"Ravindra Jadeja to Sam Curran, 1 run,",1
10018,41,100,2,16.2,6,Jitesh Sharma,Ravindra Jadeja,"Ravindra Jadeja to Jitesh Sharma, Six,",6
10019,41,101,2,16.3,1,Jitesh Sharma,Ravindra Jadeja,"Ravindra Jadeja to Jitesh Sharma, 1 run,",1
10020,41,102,2,16.4,2,Sam Curran,Ravindra Jadeja,"Ravindra Jadeja to Sam Curran, 2 runs,",2
10021,41,103,2,16.5,6,Sam Curran,Ravindra Jadeja,"Ravindra Jadeja to Sam Curran, Six,",6
10022,41,104,2,16.6,1,Sam Curran,Ravindra Jadeja,"Ravindra Jadeja to Sam Curran, 1 run,",1
10023,41,105,2,17.1,w,Sam Curran,Matheesha Pathirana,"Matheesha Pathirana to Sam Curran, no run,                           Wicket - b Matheesha Pathirana batsmen out 29(20)",0
10024,41,106,2,17.2,1,Shahrukh Khan,Matheesha Pathirana,"Matheesha Pathirana to Shahrukh Khan, 1 run,",1
10025,41,107,2,17.3,4,Jitesh Sharma,Matheesha Pathirana,"Matheesha Pathirana to Jitesh Sharma, Four,",4
10026,41,108,2,17.4,1wd,Jitesh Sharma,Matheesha Pathirana,"Matheesha Pathirana to Jitesh Sharma, 1 wide,",1
10027,41,109,2,17.4,1,Jitesh Sharma,Matheesha Pathirana,"Matheesha Pathirana to Jitesh Sharma, 1 run,",1
10028,41,110,2,17.5,1,Shahrukh Khan,Matheesha Pathirana,"Matheesha Pathirana to Shahrukh Khan, 1 run,",1
10029,41,111,2,17.6,1,Jitesh Sharma,Matheesha Pathirana,"Matheesha Pathirana to Jitesh Sharma, 1 run,",1
10030,41,112,2,18.1,4,Jitesh Sharma,Tushar Deshpande,"Tushar Deshpande to Jitesh Sharma, Four,",4
10031,41,113,2,18.2,2,Jitesh Sharma,Tushar Deshpande,"Tushar Deshpande to Jitesh Sharma, 2 runs,",2
10032,41,114,2,18.3,1wd,Jitesh Sharma,Tushar Deshpande,"Tushar Deshpande to Jitesh Sharma, 1 wide,",1
10033,41,115,2,18.3,0,Jitesh Sharma,Tushar Deshpande,"Tushar Deshpande to Jitesh Sharma, no run,",0
10034,41,116,2,18.4,w,Jitesh Sharma,Tushar Deshpande,"Tushar Deshpande to Jitesh Sharma, no run,                           Wicket - c (sub Shaik Rasheed) b TU Deshpande batsmen out 21(10)",0
10035,41,117,2,18.5,4,Sikandar Raza,Tushar Deshpande,"Tushar Deshpande to Sikandar Raza, Four,",4
10036,41,118,2,18.6,1wd,Sikandar Raza,Tushar Deshpande,"Tushar Deshpande to Sikandar Raza, 1 wide,",1
10037,41,119,2,18.6,1,Sikandar Raza,Tushar Deshpande,"Tushar Deshpande to Sikandar Raza, 1 run,",1
10038,41,120,2,19.1,1,Sikandar Raza,Matheesha Pathirana,"Matheesha Pathirana to Sikandar Raza, 1 run,",1
10039,41,121,2,19.2,1lb,Shahrukh Khan,Matheesha Pathirana,"Matheesha Pathirana to Shahrukh Khan, 1 leg bye,",1
10040,41,122,2,19.3,0,Sikandar Raza,Matheesha Pathirana,"Matheesha Pathirana to Sikandar Raza, no run,",0
10041,41,123,2,19.4,2,Sikandar Raza,Matheesha Pathirana,"Matheesha Pathirana to Sikandar Raza, 2 runs,",2
10042,41,124,2,19.5,2,Sikandar Raza,Matheesha Pathirana,"Matheesha Pathirana to Sikandar Raza, 2 runs,",2
10043,41,125,2,19.6,3,Sikandar Raza,Matheesha Pathirana,"Matheesha Pathirana to Sikandar Raza, 3 runs,",3
10044,42,1,1,0.1,0,Yashasvi Jaiswal,Cameron Green,"Cameron Green to Yashasvi Jaiswal, no run,",0
10045,42,2,1,0.2,0,Yashasvi Jaiswal,Cameron Green,"Cameron Green to Yashasvi Jaiswal, no run,",0
10046,42,3,1,0.3,0,Yashasvi Jaiswal,Cameron Green,"Cameron Green to Yashasvi Jaiswal, no run,",0
10047,42,4,1,0.4,6,Yashasvi Jaiswal,Cameron Green,"Cameron Green to Yashasvi Jaiswal, Six,",6
10048,42,5,1,0.5,0,Yashasvi Jaiswal,Cameron Green,"Cameron Green to Yashasvi Jaiswal, no run,",0
10049,42,6,1,0.6,2wd,Yashasvi Jaiswal,Cameron Green,"Cameron Green to Yashasvi Jaiswal, 2 wide,",2
10050,42,7,1,0.6,0,Jos Buttler,Cameron Green,"Cameron Green to Jos Buttler, no run,",0
10051,42,8,1,1.1,2,Yashasvi Jaiswal,Jofra Archer,"Jofra Archer to Yashasvi Jaiswal, 2 runs,",2
10052,42,9,1,1.2,7nb,Yashasvi Jaiswal,Jofra Archer,"Jofra Archer to Yashasvi Jaiswal, 7 no ball,",7
10053,42,10,1,1.2,1lb,Yashasvi Jaiswal,Jofra Archer,"Jofra Archer to Yashasvi Jaiswal, 1 leg bye,",1
10054,42,11,1,1.3,0,Jos Buttler,Jofra Archer,"Jofra Archer to Jos Buttler, no run,",0
10055,42,12,1,1.4,1lb,Jos Buttler,Jofra Archer,"Jofra Archer to Jos Buttler, 1 leg bye,",1
10056,42,13,1,1.5,0,Yashasvi Jaiswal,Jofra Archer,"Jofra Archer to Yashasvi Jaiswal, no run,",0
10057,42,14,1,1.6,0,Yashasvi Jaiswal,Jofra Archer,"Jofra Archer to Yashasvi Jaiswal, no run,",0
10058,42,15,1,2.1,0,Jos Buttler,Cameron Green,"Cameron Green to Jos Buttler, no run,",0
10059,42,16,1,2.2,0,Jos Buttler,Cameron Green,"Cameron Green to Jos Buttler, no run,",0
10060,42,17,1,2.3,1wd,Jos Buttler,Cameron Green,"Cameron Green to Jos Buttler, 1 wide,",1
10061,42,18,1,2.3,1wd,Jos Buttler,Cameron Green,"Cameron Green to Jos Buttler, 1 wide,",1
10062,42,19,1,2.3,0,Jos Buttler,Cameron Green,"Cameron Green to Jos Buttler, no run,",0
10063,42,20,1,2.4,0,Jos Buttler,Cameron Green,"Cameron Green to Jos Buttler, no run,",0
10064,42,21,1,2.5,1,Jos Buttler,Cameron Green,"Cameron Green to Jos Buttler, 1 run,",1
10065,42,22,1,2.6,4,Yashasvi Jaiswal,Cameron Green,"Cameron Green to Yashasvi Jaiswal, Four,",4
10066,42,23,1,3.1,4,Jos Buttler,Jofra Archer,"Jofra Archer to Jos Buttler, Four,",4
10067,42,24,1,3.2,0,Jos Buttler,Jofra Archer,"Jofra Archer to Jos Buttler, no run,",0
10068,42,25,1,3.3,1wd,Jos Buttler,Jofra Archer,"Jofra Archer to Jos Buttler, 1 wide,",1
10069,42,26,1,3.3,4lb,Jos Buttler,Jofra Archer,"Jofra Archer to Jos Buttler, 4 leg bye,",4
10070,42,27,1,3.4,1wd,Jos Buttler,Jofra Archer,"Jofra Archer to Jos Buttler, 1 wide,",1
10071,42,28,1,3.4,4,Jos Buttler,Jofra Archer,"Jofra Archer to Jos Buttler, Four,",4
10072,42,29,1,3.5,1,Jos Buttler,Jofra Archer,"Jofra Archer to Jos Buttler, 1 run,",1
