index,match_no,ballnumber,inningno,over,outcome,batter,bowler,comment,score
16921,70,122,2,19.1,1wd,Shubman Gill,Wayne Parnell,"Wayne Parnell to Shubman Gill, 1 wide,",1
16922,70,123,2,19.1,6,Shubman Gill,Wayne Parnell,"Wayne Parnell to Shubman Gill, Six,",6
16923,71,1,1,0.1,0,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, no run,",0
16924,71,2,1,0.2,0,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, no run,",0
16925,71,3,1,0.3,2,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, 2 runs,",2
16926,71,4,1,0.4,0,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, no run,",0
16927,71,5,1,0.5,1lb,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, 1 leg bye,",1
16928,71,6,1,0.6,1,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, 1 run,",1
16929,71,7,1,1.1,1,Devon Conway,Darshan Nalkande,"Darshan Nalkande to Devon Conway, 1 run,",1
16930,71,8,1,1.2,0,Ruturaj Gaikwad,Darshan Nalkande,"Darshan Nalkande to Ruturaj Gaikwad, no run,",0
16931,71,9,1,1.3,1nb,Ruturaj Gaikwad,Darshan Nalkande,"Darshan Nalkande to Ruturaj Gaikwad, 1 no ball,",1
16932,71,10,1,1.3,6,Ruturaj Gaikwad,Darshan Nalkande,"Darshan Nalkande to Ruturaj Gaikwad, Six,",6
16933,71,11,1,1.4,4,Ruturaj Gaikwad,Darshan Nalkande,"Darshan Nalkande to Ruturaj Gaikwad, Four,",4
16934,71,12,1,1.5,2,Ruturaj Gaikwad,Darshan Nalkande,"Darshan Nalkande to Ruturaj Gaikwad, 2 runs,",2
16935,71,13,1,1.6,0,Ruturaj Gaikwad,Darshan Nalkande,"Darshan Nalkande to Ruturaj Gaikwad, no run,",0
16936,71,14,1,2.1,0,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, no run,",0
16937,71,15,1,2.2,1,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, 1 run,",1
16938,71,16,1,2.3,0,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, no run,",0
16939,71,17,1,2.4,4,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, Four,",4
16940,71,18,1,2.5,0,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, no run,",0
16941,71,19,1,2.6,0,Ruturaj Gaikwad,Mohammed Shami,"Mohammed Shami to Ruturaj Gaikwad, no run,",0
16942,71,20,1,3.1,0,Devon Conway,Darshan Nalkande,"Darshan Nalkande to Devon Conway, no run,",0
16943,71,21,1,3.2,3,Devon Conway,Darshan Nalkande,"Darshan Nalkande to Devon Conway, 3 runs,",3
16944,71,22,1,3.3,0,Ruturaj Gaikwad,Darshan Nalkande,"Darshan Nalkande to Ruturaj Gaikwad, no run,",0
16945,71,23,1,3.4,1,Ruturaj Gaikwad,Darshan Nalkande,"Darshan Nalkande to Ruturaj Gaikwad, 1 run,",1
16946,71,24,1,3.5,0,Devon Conway,Darshan Nalkande,"Darshan Nalkande to Devon Conway, no run,",0
16947,71,25,1,3.6,4,Devon Conway,Darshan Nalkande,"Darshan Nalkande to Devon Conway, Four,",4
16948,71,26,1,4.1,0,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, no run,",0
16949,71,27,1,4.2,2,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 2 runs,",2
16950,71,28,1,4.3,0,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, no run,",0
16951,71,29,1,4.4,2,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 2 runs,",2
16952,71,30,1,4.5,4,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, Four,",4
16953,71,31,1,4.6,1,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 1 run,",1
16954,71,32,1,5.1,4,Ruturaj Gaikwad,Noor Ahmad,"Noor Ahmad to Ruturaj Gaikwad, Four,",4
16955,71,33,1,5.2,0,Ruturaj Gaikwad,Noor Ahmad,"Noor Ahmad to Ruturaj Gaikwad, no run,",0
16956,71,34,1,5.3,1,Ruturaj Gaikwad,Noor Ahmad,"Noor Ahmad to Ruturaj Gaikwad, 1 run,",1
16957,71,35,1,5.4,4,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, Four,",4
16958,71,36,1,5.5,0,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, no run,",0
16959,71,37,1,5.6,0,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, no run,",0
16960,71,38,1,6.1,2,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 2 runs,",2
16961,71,39,1,6.2,2,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 2 runs,",2
16962,71,40,1,6.3,0,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, no run,",0
16963,71,41,1,6.4,4,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, Four,",4
16964,71,42,1,6.5,0,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, no run,",0
16965,71,43,1,6.6,1,Ruturaj Gaikwad,Rashid Khan,"Rashid Khan to Ruturaj Gaikwad, 1 run,",1
16966,71,44,1,7.1,2,Ruturaj Gaikwad,Noor Ahmad,"Noor Ahmad to Ruturaj Gaikwad, 2 runs,",2
16967,71,45,1,7.2,1,Ruturaj Gaikwad,Noor Ahmad,"Noor Ahmad to Ruturaj Gaikwad, 1 run,",1
16968,71,46,1,7.3,0,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, no run,",0
16969,71,47,1,7.4,1,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, 1 run,",1
16970,71,48,1,7.5,1,Ruturaj Gaikwad,Noor Ahmad,"Noor Ahmad to Ruturaj Gaikwad, 1 run,",1
16971,71,49,1,7.6,1,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, 1 run,",1
16972,71,50,1,8.1,1,Devon Conway,Mohit Sharma,"Mohit Sharma to Devon Conway, 1 run,",1
16973,71,51,1,8.2,4,Ruturaj Gaikwad,Mohit Sharma,"Mohit Sharma to Ruturaj Gaikwad, Four,",4
16974,71,52,1,8.3,1,Ruturaj Gaikwad,Mohit Sharma,"Mohit Sharma to Ruturaj Gaikwad, 1 run,",1
16975,71,53,1,8.4,1,Devon Conway,Mohit Sharma,"Mohit Sharma to Devon Conway, 1 run,",1
16976,71,54,1,8.5,4,Ruturaj Gaikwad,Mohit Sharma,"Mohit Sharma to Ruturaj Gaikwad, Four,",4
16977,71,55,1,8.6,1,Ruturaj Gaikwad,Mohit Sharma,"Mohit Sharma to Ruturaj Gaikwad, 1 run,",1
16978,71,56,1,9.1,1,Ruturaj Gaikwad,Noor Ahmad,"Noor Ahmad to Ruturaj Gaikwad, 1 run,",1
16979,71,57,1,9.2,4,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, Four,",4
16980,71,58,1,9.3,1,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, 1 run,",1
16981,71,59,1,9.4,1,Ruturaj Gaikwad,Noor Ahmad,"Noor Ahmad to Ruturaj Gaikwad, 1 run,",1
16982,71,60,1,9.5,1,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, 1 run,",1
16983,71,61,1,9.6,1,Ruturaj Gaikwad,Noor Ahmad,"Noor Ahmad to Ruturaj Gaikwad, 1 run,",1
16984,71,62,1,10.1,1,Ruturaj Gaikwad,Mohit Sharma,"Mohit Sharma to Ruturaj Gaikwad, 1 run,",1
16985,71,63,1,10.2,1,Devon Conway,Mohit Sharma,"Mohit Sharma to Devon Conway, 1 run,",1
16986,71,64,1,10.3,w,Ruturaj Gaikwad,Mohit Sharma,"Mohit Sharma to Ruturaj Gaikwad, no run,                           Wicket - c David Miller b MM Sharma batsmen out 60(44)",0
16987,71,65,1,10.4,1,Shivam Dube,Mohit Sharma,"Mohit Sharma to Shivam Dube, 1 run,",1
16988,71,66,1,10.5,1,Devon Conway,Mohit Sharma,"Mohit Sharma to Devon Conway, 1 run,",1
16989,71,67,1,10.6,0,Shivam Dube,Mohit Sharma,"Mohit Sharma to Shivam Dube, no run,",0
16990,71,68,1,11.1,0,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, no run,",0
16991,71,69,1,11.2,1,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, 1 run,",1
16992,71,70,1,11.3,w,Shivam Dube,Noor Ahmad,"Noor Ahmad to Shivam Dube, no run,                           Wicket - b Noor Ahmad batsmen out 1(3)",0
16993,71,71,1,11.4,1,Ajinkya Rahane,Noor Ahmad,"Noor Ahmad to Ajinkya Rahane, 1 run,",1
16994,71,72,1,11.5,2,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, 2 runs,",2
16995,71,73,1,11.6,1,Devon Conway,Noor Ahmad,"Noor Ahmad to Devon Conway, 1 run,",1
16996,71,74,1,12.1,1lb,Devon Conway,Darshan Nalkande,"Darshan Nalkande to Devon Conway, 1 leg bye,",1
16997,71,75,1,12.2,0,Ajinkya Rahane,Darshan Nalkande,"Darshan Nalkande to Ajinkya Rahane, no run,",0
16998,71,76,1,12.3,2,Ajinkya Rahane,Darshan Nalkande,"Darshan Nalkande to Ajinkya Rahane, 2 runs,",2
16999,71,77,1,12.4,1,Ajinkya Rahane,Darshan Nalkande,"Darshan Nalkande to Ajinkya Rahane, 1 run,",1
17000,71,78,1,12.5,0,Devon Conway,Darshan Nalkande,"Darshan Nalkande to Devon Conway, no run,",0
17001,71,79,1,12.6,1,Devon Conway,Darshan Nalkande,"Darshan Nalkande to Devon Conway, 1 run,",1
17002,71,80,1,13.1,1,Devon Conway,Rashid Khan,"Rashid Khan to Devon Conway, 1 run,",1
17003,71,81,1,13.2,1,Ajinkya Rahane,Rashid Khan,"Rashid Khan to Ajinkya Rahane, 1 run,",1
17004,71,82,1,13.3,2,Devon Conway,Rashid Khan,"Rashid Khan to Devon Conway, 2 runs,",2
17005,71,83,1,13.4,1,Devon Conway,Rashid Khan,"Rashid Khan to Devon Conway, 1 run,",1
17006,71,84,1,13.5,2,Ajinkya Rahane,Rashid Khan,"Rashid Khan to Ajinkya Rahane, 2 runs,",2
17007,71,85,1,13.6,1,Ajinkya Rahane,Rashid Khan,"Rashid Khan to Ajinkya Rahane, 1 run,",1
17008,71,86,1,14.1,3,Ajinkya Rahane,Darshan Nalkande,"Darshan Nalkande to Ajinkya Rahane, 3 runs,",3
17009,71,87,1,14.2,4,Devon Conway,Darshan Nalkande,"Darshan Nalkande to Devon Conway, Four,",4
17010,71,88,1,14.3,1,Devon Conway,Darshan Nalkande,"Darshan Nalkande to Devon Conway, 1 run,",1
17011,71,89,1,14.4,6,Ajinkya Rahane,Darshan Nalkande,"Darshan Nalkande to Ajinkya Rahane, Six,",6
17012,71,90,1,14.5,w,Ajinkya Rahane,Darshan Nalkande,"Darshan Nalkande to Ajinkya Rahane, no run,                           Wicket - c Shubman Gill b DG Nalkande batsmen out 17(10)",0
17013,71,91,1,14.6,4,Ambati Rayudu,Darshan Nalkande,"Darshan Nalkande to Ambati Rayudu, Four,",4
17014,71,92,1,15.1,w,Devon Conway,Mohammed Shami,"Mohammed Shami to Devon Conway, no run,                           Wicket - c Rashid Khan b M Shami batsmen out 40(34)",0
17015,71,93,1,15.2,2,Ravindra Jadeja,Mohammed Shami,"Mohammed Shami to Ravindra Jadeja, 2 runs,",2
17016,71,94,1,15.3,1,Ravindra Jadeja,Mohammed Shami,"Mohammed Shami to Ravindra Jadeja, 1 run,",1
17017,71,95,1,15.4,1,Ambati Rayudu,Mohammed Shami,"Mohammed Shami to Ambati Rayudu, 1 run,",1
17018,71,96,1,15.5,1,Ravindra Jadeja,Mohammed Shami,"Mohammed Shami to Ravindra Jadeja, 1 run,",1
17019,71,97,1,15.6,1,Ambati Rayudu,Mohammed Shami,"Mohammed Shami to Ambati Rayudu, 1 run,",1
17020,71,98,1,16.1,1,Ambati Rayudu,Mohit Sharma,"Mohit Sharma to Ambati Rayudu, 1 run,",1
17021,71,99,1,16.2,2,Ravindra Jadeja,Mohit Sharma,"Mohit Sharma to Ravindra Jadeja, 2 runs,",2
17022,71,100,1,16.3,0,Ravindra Jadeja,Mohit Sharma,"Mohit Sharma to Ravindra Jadeja, no run,",0
17023,71,101,1,16.4,1,Ravindra Jadeja,Mohit Sharma,"Mohit Sharma to Ravindra Jadeja, 1 run,",1
17024,71,102,1,16.5,1,Ambati Rayudu,Mohit Sharma,"Mohit Sharma to Ambati Rayudu, 1 run,",1
17025,71,103,1,16.6,1,Ravindra Jadeja,Mohit Sharma,"Mohit Sharma to Ravindra Jadeja, 1 run,",1
17026,71,104,1,17.1,1,Ravindra Jadeja,Rashid Khan,"Rashid Khan to Ravindra Jadeja, 1 run,",1
17027,71,105,1,17.2,2,Ambati Rayudu,Rashid Khan,"Rashid Khan to Ambati Rayudu, 2 runs,",2
17028,71,106,1,17.3,1,Ambati Rayudu,Rashid Khan,"Rashid Khan to Ambati Rayudu, 1 run,",1
17029,71,107,1,17.4,1,Ravindra Jadeja,Rashid Khan,"Rashid Khan to Ravindra Jadeja, 1 run,",1
17030,71,108,1,17.5,6,Ambati Rayudu,Rashid Khan,"Rashid Khan to Ambati Rayudu, Six,",6
17031,71,109,1,17.6,w,Ambati Rayudu,Rashid Khan,"Rashid Khan to Ambati Rayudu, no run,                           Wicket - c D Shanaka b Rashid Khan batsmen out 17(9)",0
17032,71,110,1,18.1,1,Ravindra Jadeja,Mohit Sharma,"Mohit Sharma to Ravindra Jadeja, 1 run,",1
17033,71,111,1,18.2,1,MS Dhoni,Mohit Sharma,"Mohit Sharma to MS Dhoni, 1 run,",1
17034,71,112,1,18.3,4,Ravindra Jadeja,Mohit Sharma,"Mohit Sharma to Ravindra Jadeja, Four,",4
17035,71,113,1,18.4,1,Ravindra Jadeja,Mohit Sharma,"Mohit Sharma to Ravindra Jadeja, 1 run,",1
17036,71,114,1,18.5,w,MS Dhoni,Mohit Sharma,"Mohit Sharma to MS Dhoni, no run,                           Wicket - c HH Pandya b MM Sharma batsmen out 1(2)",0
17037,71,115,1,18.6,2,Moeen Ali,Mohit Sharma,"Mohit Sharma to Moeen Ali, 2 runs,",2
17038,71,116,1,19.1,4,Ravindra Jadeja,Mohammed Shami,"Mohammed Shami to Ravindra Jadeja, Four,",4
17039,71,117,1,19.2,1,Ravindra Jadeja,Mohammed Shami,"Mohammed Shami to Ravindra Jadeja, 1 run,",1
17040,71,118,1,19.3,6,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, Six,",6
17041,71,119,1,19.4,2nb,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, 2 no ball,",2
17042,71,120,1,19.4,1,Ravindra Jadeja,Mohammed Shami,"Mohammed Shami to Ravindra Jadeja, 1 run,",1
17043,71,121,1,19.5,1,Moeen Ali,Mohammed Shami,"Mohammed Shami to Moeen Ali, 1 run,",1
17044,71,122,1,19.6,w,Ravindra Jadeja,Mohammed Shami,"Mohammed Shami to Ravindra Jadeja, no run,                           Wicket - b M Shami batsmen out 22(16)",0
17045,71,1,2,0.1,1,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, 1 run,",1
17046,71,2,2,0.2,0,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, no run,",0
17047,71,3,2,0.3,1,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, 1 run,",1
17048,71,4,2,0.4,0,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, no run,",0
17049,71,5,2,0.5,0,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, no run,",0
17050,71,6,2,0.6,1,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, 1 run,",1
17051,71,7,2,1.1,0,Wriddhiman Saha,Tushar Deshpande,"Tushar Deshpande to Wriddhiman Saha, no run,",0
17052,71,8,2,1.2,0,Wriddhiman Saha,Tushar Deshpande,"Tushar Deshpande to Wriddhiman Saha, no run,",0
17053,71,9,2,1.3,1,Wriddhiman Saha,Tushar Deshpande,"Tushar Deshpande to Wriddhiman Saha, 1 run,",1
17054,71,10,2,1.4,0,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, no run,",0
17055,71,11,2,1.5,1,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, 1 run,",1
17056,71,12,2,1.6,4,Wriddhiman Saha,Tushar Deshpande,"Tushar Deshpande to Wriddhiman Saha, Four,",4
17057,71,13,2,2.1,6,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, Six,",6
17058,71,14,2,2.2,1lb,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, 1 leg bye,",1
17059,71,15,2,2.3,1,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, 1 run,",1
17060,71,16,2,2.4,1,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, 1 run,",1
17061,71,17,2,2.5,4,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, Four,",4
17062,71,18,2,2.6,w,Wriddhiman Saha,Deepak Chahar,"Deepak Chahar to Wriddhiman Saha, no run,                           Wicket - c Matheesha Pathirana b DL Chahar batsmen out 12(11)",0
17063,71,19,2,3.1,0,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, no run,",0
17064,71,20,2,3.2,1,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, 1 run,",1
17065,71,21,2,3.3,4,Hardik Pandya,Tushar Deshpande,"Tushar Deshpande to Hardik Pandya, Four,",4
17066,71,22,2,3.4,1,Hardik Pandya,Tushar Deshpande,"Tushar Deshpande to Hardik Pandya, 1 run,",1
17067,71,23,2,3.5,4,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, Four,",4
17068,71,24,2,3.6,0,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, no run,",0
17069,71,25,2,4.1,1,Hardik Pandya,Deepak Chahar,"Deepak Chahar to Hardik Pandya, 1 run,",1
17070,71,26,2,4.2,1,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, 1 run,",1
17071,71,27,2,4.3,1,Hardik Pandya,Deepak Chahar,"Deepak Chahar to Hardik Pandya, 1 run,",1
17072,71,28,2,4.4,0,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, no run,",0
17073,71,29,2,4.5,0,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, no run,",0
17074,71,30,2,4.6,4,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, Four,",4
17075,71,31,2,5.1,1,Hardik Pandya,Maheesh Theekshana,"Maheesh Theekshana to Hardik Pandya, 1 run,",1
17076,71,32,2,5.2,0,Shubman Gill,Maheesh Theekshana,"Maheesh Theekshana to Shubman Gill, no run,",0
17077,71,33,2,5.3,1,Shubman Gill,Maheesh Theekshana,"Maheesh Theekshana to Shubman Gill, 1 run,",1
17078,71,34,2,5.4,0,Hardik Pandya,Maheesh Theekshana,"Maheesh Theekshana to Hardik Pandya, no run,",0
17079,71,35,2,5.5,w,Hardik Pandya,Maheesh Theekshana,"Maheesh Theekshana to Hardik Pandya, no run,                           Wicket - c RA Jadeja b M Theekshana batsmen out 8(7)",0
17080,71,36,2,5.6,0,Dasun Shanaka,Maheesh Theekshana,"Maheesh Theekshana to Dasun Shanaka, no run,",0
17081,71,37,2,6.1,4,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, Four,",4
17082,71,38,2,6.2,0,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, no run,",0
17083,71,39,2,6.3,0,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, no run,",0
17084,71,40,2,6.4,0,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, no run,",0
17085,71,41,2,6.5,0,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, no run,",0
17086,71,42,2,6.6,1,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, 1 run,",1
17087,71,43,2,7.1,1,Shubman Gill,Maheesh Theekshana,"Maheesh Theekshana to Shubman Gill, 1 run,",1
17088,71,44,2,7.2,2,Dasun Shanaka,Maheesh Theekshana,"Maheesh Theekshana to Dasun Shanaka, 2 runs,",2
17089,71,45,2,7.3,1,Dasun Shanaka,Maheesh Theekshana,"Maheesh Theekshana to Dasun Shanaka, 1 run,",1
17090,71,46,2,7.4,1,Shubman Gill,Maheesh Theekshana,"Maheesh Theekshana to Shubman Gill, 1 run,",1
17091,71,47,2,7.5,0,Dasun Shanaka,Maheesh Theekshana,"Maheesh Theekshana to Dasun Shanaka, no run,",0
17092,71,48,2,7.6,1,Dasun Shanaka,Maheesh Theekshana,"Maheesh Theekshana to Dasun Shanaka, 1 run,",1
17093,71,49,2,8.1,1,Dasun Shanaka,Ravindra Jadeja,"Ravindra Jadeja to Dasun Shanaka, 1 run,",1
17094,71,50,2,8.2,1,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, 1 run,",1
17095,71,51,2,8.3,0,Dasun Shanaka,Ravindra Jadeja,"Ravindra Jadeja to Dasun Shanaka, no run,",0
17096,71,52,2,8.4,1,Dasun Shanaka,Ravindra Jadeja,"Ravindra Jadeja to Dasun Shanaka, 1 run,",1
17097,71,53,2,8.5,0,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, no run,",0
17098,71,54,2,8.6,4,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, Four,",4
17099,71,55,2,9.1,0,Dasun Shanaka,Maheesh Theekshana,"Maheesh Theekshana to Dasun Shanaka, no run,",0
17100,71,56,2,9.2,4,Dasun Shanaka,Maheesh Theekshana,"Maheesh Theekshana to Dasun Shanaka, Four,",4
17101,71,57,2,9.3,6,Dasun Shanaka,Maheesh Theekshana,"Maheesh Theekshana to Dasun Shanaka, Six,",6
17102,71,58,2,9.4,0,Dasun Shanaka,Maheesh Theekshana,"Maheesh Theekshana to Dasun Shanaka, no run,",0
17103,71,59,2,9.5,1,Dasun Shanaka,Maheesh Theekshana,"Maheesh Theekshana to Dasun Shanaka, 1 run,",1
17104,71,60,2,9.6,2,Shubman Gill,Maheesh Theekshana,"Maheesh Theekshana to Shubman Gill, 2 runs,",2
17105,71,61,2,10.1,0,Dasun Shanaka,Ravindra Jadeja,"Ravindra Jadeja to Dasun Shanaka, no run,",0
17106,71,62,2,10.2,0,Dasun Shanaka,Ravindra Jadeja,"Ravindra Jadeja to Dasun Shanaka, no run,",0
17107,71,63,2,10.3,w,Dasun Shanaka,Ravindra Jadeja,"Ravindra Jadeja to Dasun Shanaka, no run,                           Wicket - c M Theekshana b RA Jadeja batsmen out 17(16)",0
17108,71,64,2,10.4,1,David Miller,Ravindra Jadeja,"Ravindra Jadeja to David Miller, 1 run,",1
17109,71,65,2,10.5,1,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, 1 run,",1
17110,71,66,2,10.6,0,David Miller,Ravindra Jadeja,"Ravindra Jadeja to David Miller, no run,",0
17111,71,67,2,11.1,1wd,Shubman Gill,Matheesha Pathirana,"Matheesha Pathirana to Shubman Gill, 1 wide,",1
17112,71,68,2,11.1,1,Shubman Gill,Matheesha Pathirana,"Matheesha Pathirana to Shubman Gill, 1 run,",1
17113,71,69,2,11.2,1wd,David Miller,Matheesha Pathirana,"Matheesha Pathirana to David Miller, 1 wide,",1
17114,71,70,2,11.2,1,David Miller,Matheesha Pathirana,"Matheesha Pathirana to David Miller, 1 run,",1
17115,71,71,2,11.3,0,Shubman Gill,Matheesha Pathirana,"Matheesha Pathirana to Shubman Gill, no run,",0
17116,71,72,2,11.4,2,Shubman Gill,Matheesha Pathirana,"Matheesha Pathirana to Shubman Gill, 2 runs,",2
17117,71,73,2,11.5,1wd,Shubman Gill,Matheesha Pathirana,"Matheesha Pathirana to Shubman Gill, 1 wide,",1
17118,71,74,2,11.5,2,Shubman Gill,Matheesha Pathirana,"Matheesha Pathirana to Shubman Gill, 2 runs,",2
17119,71,75,2,11.6,1wd,Shubman Gill,Matheesha Pathirana,"Matheesha Pathirana to Shubman Gill, 1 wide,",1
17120,71,76,2,11.6,0,Shubman Gill,Matheesha Pathirana,"Matheesha Pathirana to Shubman Gill, no run,",0
17121,71,77,2,12.1,1,David Miller,Ravindra Jadeja,"Ravindra Jadeja to David Miller, 1 run,",1
17122,71,78,2,12.2,1,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, 1 run,",1
17123,71,79,2,12.3,1,David Miller,Ravindra Jadeja,"Ravindra Jadeja to David Miller, 1 run,",1
17124,71,80,2,12.4,1,Shubman Gill,Ravindra Jadeja,"Ravindra Jadeja to Shubman Gill, 1 run,",1
17125,71,81,2,12.5,w,David Miller,Ravindra Jadeja,"Ravindra Jadeja to David Miller, no run,                           Wicket - b RA Jadeja batsmen out 4(6)",0
17126,71,82,2,12.6,0,Vijay Shankar,Ravindra Jadeja,"Ravindra Jadeja to Vijay Shankar, no run,",0
17127,71,83,2,13.1,w,Shubman Gill,Deepak Chahar,"Deepak Chahar to Shubman Gill, no run,                           Wicket - c Devon Conway b DL Chahar batsmen out 42(38)",0
17128,71,84,2,13.2,0,Rahul Tewatia,Deepak Chahar,"Deepak Chahar to Rahul Tewatia, no run,",0
17129,71,85,2,13.3,1wd,Rahul Tewatia,Deepak Chahar,"Deepak Chahar to Rahul Tewatia, 1 wide,",1
17130,71,86,2,13.3,1,Rahul Tewatia,Deepak Chahar,"Deepak Chahar to Rahul Tewatia, 1 run,",1
17131,71,87,2,13.4,1wd,Vijay Shankar,Deepak Chahar,"Deepak Chahar to Vijay Shankar, 1 wide,",1
17132,71,88,2,13.4,1wd,Vijay Shankar,Deepak Chahar,"Deepak Chahar to Vijay Shankar, 1 wide,",1
17133,71,89,2,13.4,2,Vijay Shankar,Deepak Chahar,"Deepak Chahar to Vijay Shankar, 2 runs,",2
17134,71,90,2,13.5,1,Vijay Shankar,Deepak Chahar,"Deepak Chahar to Vijay Shankar, 1 run,",1
17135,71,91,2,13.6,0,Rahul Tewatia,Deepak Chahar,"Deepak Chahar to Rahul Tewatia, no run,",0
17136,71,92,2,14.1,1,Vijay Shankar,Maheesh Theekshana,"Maheesh Theekshana to Vijay Shankar, 1 run,",1
17137,71,93,2,14.2,2,Rahul Tewatia,Maheesh Theekshana,"Maheesh Theekshana to Rahul Tewatia, 2 runs,",2
17138,71,94,2,14.3,w,Rahul Tewatia,Maheesh Theekshana,"Maheesh Theekshana to Rahul Tewatia, no run,                           Wicket - b M Theekshana batsmen out 3(5)",0
17139,71,95,2,14.4,2,Rashid Khan,Maheesh Theekshana,"Maheesh Theekshana to Rashid Khan, 2 runs,",2
